"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
5.37634513,0.34665224,-0.147154301,0.274135679
5.38630313,0.416025162,-0.198559701,0.257835805
5.39626013,0.435964793,-0.220412791,0.256047755
5.40621813,0.413412601,-0.216633767,0.264855355
5.41617613,0.348853052,-0.197072059,0.28113845
5.42613312,0.252730787,-0.170416474,0.29469341
5.43609113,0.146419793,-0.129435748,0.311076373
5.44604813,0.0462383367,-0.0807292014,0.320701063
5.45600613,-0.0284681264,-0.00996048842,0.33286345
5.46596413,-0.059942428,0.0716637969,0.33411327
5.47592113,-0.0457070358,0.133910656,0.327374935
5.48587913,-0.0103098955,0.179950327,0.327427655
5.49583613,0.0105826035,0.210297853,0.337183625
5.50579413,0.00377103616,0.226594254,0.350437373
5.51575213,-0.0312641785,0.221828535,0.345988035
5.52570913,-0.0711916238,0.190300971,0.334573179
5.53566713,-0.103901364,0.127064735,0.31944564
5.54562513,-0.109794676,0.0263130963,0.297362715
5.55558213,-0.0860539228,-0.092556566,0.27134949
5.56554013,-0.050119359,-0.215489939,0.24312903
5.57549713,-0.0154268928,-0.325017512,0.206954509
5.58545513,0.0105921905,-0.400351137,0.172286287
5.59541313,0.0289328489,-0.423118234,0.141130492
5.60537013,0.0395588614,-0.408862859,0.107214607
5.61532813,0.0447988957,-0.362309754,0.0693034381
5.62528513,0.0567378476,-0.276422799,0.0312972032
5.63524313,0.0799307823,-0.178898379,0.0017329189
5.64520113,0.102311991,-0.0797211975,-0.0269783549
5.65515813,0.0993859768,-0.00249671354,-0.0512338914
5.66511613,0.0817380026,0.0411711372,-0.075208202
5.67507313,0.0489555597,0.0565285236,-0.0916958302
5.68503113,0.0153110456,0.0640263855,-0.101119958
5.69498913,-0.0125592016,0.0671191141,-0.113971576
5.70494613,-0.028378645,0.0671614632,-0.127795249
5.71490413,-0.0379303396,0.0660519898,-0.140987486
5.72486113,-0.0502618402,0.0722784549,-0.155837268
5.73481913,-0.0706110522,0.0741160363,-0.170322731
5.74477713,-0.0853087753,0.0741551891,-0.184555724
5.75473413,-0.0994371101,0.0689148828,-0.195440605
5.76469213,-0.0970650315,0.0592516065,-0.202653512
5.77464912,-0.0843132809,0.0415943153,-0.210909575
5.78460713,-0.0633949488,0.0222850647,-0.2153496
5.79456513,-0.0502000526,0.00485387724,-0.213056877
5.80452213,-0.0525132753,0.00771118281,-0.206533462
5.81448013,-0.07221587,0.0234006643,-0.20014748
5.82443713,-0.110842891,0.014162424,-0.21359244
5.83439513,-0.146300748,-0.0119962087,-0.240880519
5.84435313,-0.165529579,-0.0417927206,-0.268223464
5.85431013,-0.172413841,-0.0423586406,-0.282266051
5.86426813,-0.158983797,-0.0203870311,-0.292040378
5.87422513,-0.128818437,0.00880148076,-0.299344897
5.88418313,-0.0900276303,0.0344652981,-0.301738799
5.89414113,-0.0525319166,0.0561639369,-0.296535522
5.90409813,-0.0163797718,0.0798085481,-0.28561762
5.91405613,0.00542912027,0.0863583237,-0.268068999
5.92401413,0.00914822426,0.109767511,-0.241892785
5.93397113,-0.00111559813,0.135377795,-0.220814407
5.94392913,-0.0169108063,0.124956585,-0.220786437
5.95388613,-0.0332375802,0.0789627284,-0.245927751
5.96384413,-0.0425272211,0.0186397303,-0.272552431
5.97380213,-0.0429719687,-0.0324796475,-0.284838915
5.98375913,-0.026842799,-0.0769491121,-0.301138014
5.99371713,0.0122199142,-0.10897442,-0.323323727
6.00367413,0.0636687279,-0.13333568,-0.338447839
6.01363213,0.112325743,-0.122787707,-0.337241411
6.02359013,0.154109403,-0.0944790989,-0.31599313
6.03354713,0.168988228,-0.0532232746,-0.284212828
6.04350513,0.170351759,0.0114603806,-0.255388081
6.05346213,0.175516427,0.0784564614,-0.23771669
6.06342013,0.192878902,0.121884093,-0.22261709
6.07337813,0.209217399,0.140004247,-0.203526229
6.08333513,0.213739455,0.154770672,-0.182394311
6.09329313,0.197966337,0.177501813,-0.161958277
6.10325013,0.163675487,0.207073554,-0.140736073
6.11320813,0.108746722,0.239827245,-0.124308102
6.12316613,0.0298756063,0.281354725,-0.110913731
6.13312313,-0.0685167462,0.331427991,-0.113612317
6.14308113,-0.168835893,0.358913958,-0.124226078
6.15303913,-0.257339656,0.349422187,-0.146497294
6.16299613,-0.319422215,0.288727671,-0.173332378
6.17295413,-0.349428028,0.19234468,-0.193491176
6.18291113,-0.332484215,0.0780191645,-0.211397991
6.19286913,-0.268133193,-0.0339329317,-0.224365994
6.20282713,-0.181499749,-0.113129482,-0.231324568
6.21278413,-0.0952660665,-0.164454192,-0.237082586
