"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
43.5829219,-0.250194073,1.37531922,-13.2227269
43.5928799,-0.0806546684,1.46929163,-13.8740993
43.6028379,0.0975637177,1.55443543,-13.9249761
43.6127959,0.422277318,1.61848032,-13.1974381
43.6227539,0.759710114,1.62296945,-12.1056821
43.6327119,0.818816968,1.61773213,-10.8137111
43.6426699,0.784101044,1.63553901,-9.51380921
43.6526279,0.756717362,1.59812961,-8.37581523
43.6625849,0.798915166,1.44879128,-7.47978526
43.6725429,0.852635066,1.21580553,-6.91759678
43.6825009,0.816123491,0.958428852,-6.75733491
43.6924589,0.631171413,0.774673875,-7.13741442
43.7024169,0.329352366,0.757764825,-7.98735601
43.7123749,-0.023792379,0.914585034,-9.10095906
43.7223329,-0.311695129,1.07439799,-10.1339074
43.7322899,-0.451007738,1.16088853,-11.0875479
43.7422479,-0.411353773,1.19695119,-11.7992243
43.7522059,-0.120757546,1.28179571,-12.1195984
43.7621639,0.273836815,1.44160867,-12.0483709
43.7721219,0.6844424,1.69299985,-11.7645084
43.7820799,0.959925228,1.91655843,-11.397597
43.7920379,1.14966571,1.99930802,-11.0363718
43.8019959,1.30259534,1.92374103,-10.6631756
43.8119529,1.29541274,1.78083712,-10.2310222
43.8219109,1.09594581,1.59693251,-9.77537574
43.8318689,0.768389095,1.3453917,-9.4481183
43.8418269,0.356736047,1.03713823,-9.31778395
43.8517849,0.0128688339,0.727538029,-9.29982744
43.8617429,-0.168940855,0.465971498,-9.39170492
43.8717009,-0.162207162,0.250642986,-9.55136825
43.8816579,-0.0885854614,0.118363345,-9.66284826
43.8916159,-0.0791582924,0.0549170006,-9.67721347
43.9015739,-0.0703296738,0.0291793327,-9.54732803
43.9115319,-0.0794575676,-0.0224456406,-9.36836146
43.9214899,-0.104746323,-0.0817021317,-9.25044703
43.9314479,-0.109385088,-0.141706811,-9.18101518
43.9414059,-0.177470198,-0.218171626,-9.11293007
43.9513629,-0.13991116,-0.298826295,-9.02688845
43.9613209,0.0233434662,-0.355688584,-9.05950944
43.9712789,0.0502782349,-0.368856693,-9.126996
43.9812369,-0.0137666595,-0.398335301,-9.16679961
43.9911949,-0.118064069,-0.47270519,-9.13208368
44.0011529,-0.17672201,-0.539742837,-9.10006124
44.0111109,-0.204404967,-0.633266339,-8.98139862
44.0210689,-0.138863696,-0.733972446,-8.85390738
44.0310259,-0.0537198997,-0.793228938,-8.81425341
44.0409839,0.0607528671,-0.814477477,-8.84029035
44.0509419,0.238821616,-0.84739775,-8.90403597
44.0608999,0.442029482,-0.867000276,-8.95730696
44.0708579,0.600046791,-0.907552067,-8.98319427
44.0808159,0.675015231,-0.979078841,-9.04155293
44.0907739,0.712873544,-1.0580875,-9.17817206
44.1007309,0.682497111,-1.12198275,-9.35414589
44.1106889,0.677708707,-1.18527946,-9.56977367
44.1206469,0.722450351,-1.24528414,-9.81248587
44.1306049,0.763451054,-1.25860189,-9.95987891
44.1405629,0.801010093,-1.24543378,-10.0121024
44.150521,0.782754305,-1.24408704,-9.99998178
44.160479,0.690876817,-1.25261638,-9.96212347
44.170436,0.590170709,-1.28029934,-9.91678328
44.180394,0.534954433,-1.32354461,-9.84091701
44.190352,0.57326166,-1.37546885,-9.76968951
44.20031,0.629675037,-1.40120652,-9.77447792
44.210268,0.634313802,-1.38085581,-9.88012206
44.220226,0.613065263,-1.25052145,-10.026318
44.230184,0.505475826,-1.10851537,-10.2642418
44.240141,0.367509955,-0.890194105,-10.5941927
44.250099,0.206799168,-0.640598582,-10.9829512
44.260057,-0.0128688339,-0.457442155,-11.3215811
44.270015,-0.279971957,-0.348655617,-11.481843
44.279973,-0.369904156,-0.364217928,-11.5749176
44.289931,-0.314238968,-0.430806661,-11.5898813
44.299889,-0.366462492,-0.418985291,-11.3331032
44.309847,-0.480336708,-0.260369431,-11.1125374
44.319804,-0.601094254,-0.0567126518,-10.937611
44.329762,-0.694168844,0.0960673416,-10.760889
44.33972,-0.746542005,0.26291327,-10.6537485
44.349678,-0.792331112,0.515351907,-10.7471223
44.359636,-0.775272425,0.841861159,-11.1753852
44.369594,-0.621594606,1.14113637,-11.763012
44.379552,-0.325012875,1.36918407,-12.2509803
44.389509,-0.0371101257,1.57014738,-12.3736831
44.399467,0.179265849,1.75240598,-11.9763953
44.409425,0.280720145,1.92493813,-11.2180319
44.419383,0.356436772,2.03432322,-10.3573164
44.429341,0.442328757,2.007987,-9.59087258
44.439299,0.550816019,1.88199214,-8.93695625
44.449257,0.591218172,1.67818573,-8.3888337
44.459214,0.486621487,1.43068513,-7.97927558
44.469172,0.336983884,1.16507838,-7.76888511
44.47913,0.131082541,0.839317319,-7.82514885
44.489088,-0.174627084,0.584783755,-7.98675746
44.499046,-0.539892474,0.445920059,-8.19176098
44.509004,-0.773476774,0.325761063,-8.36908154
44.518962,-0.834528916,0.149338329,-8.54355899
44.52892,-0.773177499,-0.0439934555,-8.72043063
44.538877,-0.654365241,-0.183156427,-8.9013425
44.548835,-0.516549008,-0.218919814,-8.94967544
44.558793,-0.253635738,-0.189141931,-8.93396349
44.568751,0.015861586,-0.104447047,-9.017162
44.578709,0.182707514,-0.0199018013,-9.18580358
44.588667,0.254084651,0.046088382,-9.39409913
